0h,0.5h,1h,2h,4h,6h,12h,24h,48h,72h
8.135,7.941,7.599,7.485,7.665,7.958,8.738,8.946,8.661,8.718
7.617,7.853,7.965,7.366,7.303,7.071,6.911,6.758,6.980,7.082
8.958,8.967,8.322,8.134,8.039,8.090,7.413,7.126,7.166,7.628
7.996,8.514,7.377,6.967,7.492,7.656,7.498,7.322,7.149,7.097
8.347,8.312,8.205,8.844,7.945,8.350,7.737,7.945,7.866,8.020
7.451,7.743,7.860,7.921,7.065,6.572,6.688,7.912,7.734,7.825
7.503,7.687,6.992,6.809,7.005,7.554,6.894,6.593,6.361,6.374
6.052,6.039,6.183,6.094,6.169,6.194,6.209,6.459,8.247,7.414
9.098,8.831,9.270,9.610,8.902,10.524,11.111,10.662,10.635,10.832
7.022,7.261,6.953,7.269,8.619,8.821,8.216,7.636,7.788,7.642
8.718,9.025,8.271,7.960,8.112,7.945,7.893,7.797,7.780,7.871
8.649,9.023,8.424,8.023,7.549,7.456,7.190,7.413,7.553,7.391
8.473,8.518,8.049,8.279,8.663,9.018,9.688,9.643,9.707,9.351
6.640,6.636,6.664,6.700,6.810,7.385,8.139,7.980,7.634,7.475
9.866,10.179,9.603,8.350,8.213,7.644,7.107,6.872,7.269,7.650
9.134,9.164,8.925,8.326,8.474,8.801,8.223,7.306,6.809,7.157
6.378,6.303,6.196,6.304,6.259,6.364,6.429,6.713,7.024,7.154
10.343,9.738,10.169,10.231,9.945,10.215,9.118,9.609,9.080,9.232
11.692,11.908,11.484,10.604,9.970,9.257,8.659,8.399,8.534,8.728
10.659,11.161,10.841,10.804,10.155,8.846,7.879,8.335,9.188,10.201
10.666,11.094,10.878,11.970,12.085,11.712,10.432,10.949,10.728,10.644
12.935,13.476,12.932,12.113,11.646,10.737,10.087,9.459,9.919,10.412
7.346,7.402,7.316,7.673,9.484,9.373,9.482,9.763,9.527,10.149
6.200,6.236,6.389,6.152,6.215,6.347,6.424,7.045,7.387,7.090
8.580,9.099,8.787,8.631,8.385,8.475,7.953,8.366,8.219,8.433
9.927,10.394,10.027,9.695,9.197,8.749,8.361,8.467,8.150,8.200
8.223,8.326,8.267,9.210,9.751,9.682,8.215,7.864,7.936,7.622
8.343,8.194,7.824,8.233,8.595,8.684,8.001,7.261,7.481,7.358
11.316,11.091,10.517,10.992,11.297,11.399,10.014,9.759,9.737,10.126
9.341,9.390,8.930,8.849,8.536,8.181,7.704,7.276,7.154,7.287
9.709,10.028,9.409,10.348,11.563,11.730,11.307,10.821,10.599,9.968
6.628,6.576,6.807,6.701,6.743,7.142,7.627,7.417,7.873,8.482
6.142,6.193,6.277,6.323,6.453,6.259,6.575,6.567,6.665,6.702
8.674,9.095,8.753,8.460,7.573,7.266,7.008,7.192,7.206,7.712
9.682,9.928,9.857,10.306,9.445,9.008,7.917,8.337,8.121,7.661
7.576,7.486,7.514,7.475,7.247,7.550,8.101,8.892,8.675,9.253
10.337,10.700,10.398,9.965,7.421,6.939,7.186,7.354,7.523,7.738
8.898,8.836,9.098,9.428,11.195,11.471,10.299,9.363,8.353,8.397
6.383,6.620,6.557,6.861,6.785,6.696,6.590,6.741,7.645,7.770
9.761,9.608,9.725,9.307,8.503,8.705,8.133,7.862,7.693,7.734
6.757,6.799,7.075,6.728,7.002,7.149,7.391,8.218,8.472,7.626
7.539,7.558,7.538,7.232,7.058,6.815,7.330,8.234,8.812,8.544
10.981,11.240,11.385,10.855,10.732,10.994,10.045,9.247,8.940,9.379
7.254,6.957,7.086,7.989,9.185,9.770,9.072,7.842,7.332,7.515
6.287,6.249,6.333,6.303,6.290,6.585,6.923,6.831,7.025,7.614
9.494,9.443,9.611,10.539,11.433,11.564,10.497,9.341,8.288,8.343
12.513,12.814,12.011,11.995,11.581,11.504,10.912,10.390,10.093,9.894
10.660,10.860,10.317,9.891,8.651,8.427,7.743,7.542,7.199,7.445
7.312,7.437,7.468,6.887,6.822,6.682,6.715,6.598,6.492,6.759
9.359,9.504,8.936,8.785,8.627,8.297,7.699,7.265,7.166,7.347
10.816,10.973,10.911,10.740,8.507,8.397,8.874,8.153,8.142,8.996
6.425,6.382,6.397,6.422,6.382,6.400,6.424,6.316,6.461,6.766
12.275,12.494,11.980,11.757,12.081,12.062,11.502,11.485,10.607,10.760
8.973,8.959,8.614,8.574,9.167,9.229,8.657,8.582,7.658,7.293
6.442,6.418,6.311,6.634,6.503,6.703,6.409,6.610,7.365,7.493
6.759,6.608,6.577,6.234,6.363,6.517,6.427,6.372,6.498,6.693
12.946,13.136,12.600,12.695,12.470,12.085,11.490,10.783,10.403,10.300
13.021,13.270,12.753,12.494,11.502,11.048,10.828,10.514,10.175,10.492
6.379,6.221,6.248,6.474,6.196,6.401,6.596,6.931,7.785,7.883
13.637,13.789,13.435,12.963,13.188,12.996,12.385,12.674,12.620,12.594
10.806,10.872,10.931,10.302,10.279,10.742,9.779,8.966,8.720,9.258
9.516,9.213,9.001,9.443,9.710,9.888,9.634,9.504,9.453,8.937
7.143,6.960,7.238,7.328,7.381,7.584,8.574,9.282,8.101,7.711
10.559,10.565,9.775,8.660,8.339,7.952,7.635,7.857,7.672,7.821
11.056,11.619,10.467,9.962,10.675,10.659,9.664,10.474,10.553,10.719
7.585,7.157,7.341,7.109,7.892,8.431,8.895,9.613,9.498,9.447
11.700,11.848,11.347,11.082,9.442,9.048,8.216,7.806,7.689,7.618
8.307,8.649,9.184,8.825,8.320,8.380,7.580,7.538,6.993,7.089
9.694,9.979,9.946,9.473,8.599,8.031,7.771,8.094,7.841,7.493
11.326,11.325,10.806,10.893,10.571,10.441,9.855,9.498,9.233,9.813
8.095,7.711,7.851,8.343,8.620,8.449,7.561,7.117,6.824,7.120
6.719,6.794,6.884,6.402,7.664,7.759,7.197,6.962,7.051,7.113
12.422,12.357,11.786,11.319,11.786,11.426,11.668,11.661,11.007,10.769
11.177,10.903,10.376,10.093,9.176,9.026,8.554,8.301,7.624,7.504
7.394,7.336,7.347,7.337,8.173,8.645,9.047,9.947,9.557,9.503
6.628,6.721,6.745,6.550,6.430,6.304,6.327,6.447,6.558,6.557
12.629,12.832,12.217,12.226,12.273,12.107,11.488,11.930,11.457,11.465
11.026,10.981,11.682,12.689,12.824,13.010,12.583,10.946,9.980,10.214
7.262,7.179,7.204,7.572,6.800,6.811,7.104,6.946,6.733,6.968
6.933,6.997,6.616,7.039,6.996,7.194,7.119,7.210,7.008,7.172
6.174,6.105,5.996,6.083,6.901,7.422,7.734,8.115,8.620,8.130
6.192,6.150,6.213,6.218,6.176,6.339,6.256,6.509,6.479,6.468
9.699,9.740,9.813,10.018,9.972,9.946,9.797,9.222,8.847,8.916
12.512,12.913,12.338,11.769,11.523,11.943,10.964,9.557,8.689,8.757
6.917,6.851,6.964,6.976,6.914,6.878,6.580,6.862,6.739,6.659
12.824,12.525,12.563,12.610,12.486,11.512,9.688,8.630,8.410,9.626
8.553,8.958,8.885,9.411,9.672,9.554,9.426,9.598,8.940,8.619
8.359,8.162,7.963,7.656,7.297,8.227,8.089,8.251,8.523,9.058
9.635,9.729,9.093,8.446,8.272,9.519,8.551,8.610,7.633,7.060
6.327,6.264,6.354,6.447,6.632,6.876,6.830,7.093,6.696,6.588
12.987,13.193,12.939,13.054,12.985,12.323,9.672,8.975,7.766,7.657
7.411,7.379,7.415,6.928,6.573,6.540,6.467,6.688,6.881,7.041
6.250,6.200,6.222,6.175,6.202,6.256,6.218,6.241,6.450,6.853
7.775,7.146,6.979,6.958,7.258,7.070,6.794,6.842,6.764,6.463
6.112,6.230,6.054,6.218,6.423,6.891,7.502,9.553,9.400,7.901
10.322,10.199,9.641,10.812,12.234,12.583,11.761,10.345,9.810,9.827
9.486,9.676,9.349,9.491,9.309,9.310,8.465,9.448,8.854,9.001
11.045,11.017,10.756,10.336,9.958,9.103,8.955,9.895,8.603,8.456
6.207,6.170,6.298,6.225,6.251,6.403,6.578,6.610,7.052,6.855
10.456,10.189,10.193,9.596,9.145,8.238,8.146,8.956,7.840,7.651
10.460,10.001,10.103,9.432,8.690,8.224,7.186,6.919,6.569,6.746
